Approved symbol	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)	UniProt ID(supplied by UniProt)
LXN	56925	ENSG00000079257	Q9BS40
LY6D	8581	ENSG00000167656	Q14210
LY6E	4061	ENSG00000160932	Q16553
LY6E-DT	100133669	ENSG00000247317	
LY6G5B	58496	ENSG00000240053	Q8NDX9
LY6G5C	80741	ENSG00000204428	Q5SRR4
LY6G6C	80740	ENSG00000204421	O95867
LY6G6D	58530	ENSG00000244355	O95868
LY6G6E	79136	ENSG00000255552	
LY6G6F	259215	ENSG00000204424	Q5SQ64
LY6G6F-LY6G6D	110599563	ENSG00000250641	
LY6H	4062	ENSG00000176956	O94772
LY6K	54742	ENSG00000160886	Q17RY6
LY6L	101928108	ENSG00000261667	H3BQJ8
LY9	4063	ENSG00000122224	Q9HBG7
LY75	4065	ENSG00000054219	O60449
LY75-CD302	100526664	ENSG00000248672	
LY86	9450	ENSG00000112799	O95711
LY86-AS1	285780	ENSG00000216863	
LY96	23643	ENSG00000154589	Q9Y6Y9
LYAM1			
LYAR	55646	ENSG00000145220	Q9NX58
LYARP1	100420968	ENSG00000229560	
LYG1	129530	ENSG00000144214	Q8N1E2
LYG2	254773	ENSG00000185674	Q86SG7
LYL1	4066	ENSG00000104903	P12980
LYN	4067	ENSG00000254087	P07948
LYNX1	66004	ENSG00000180155	P0DP58
LYNX1-SLURP2	111188157	ENSG00000284505	
LYP			
LYPD1	116372	ENSG00000150551	Q8N2G4
LYPD2	137797	ENSG00000197353	Q6UXB3
LYPD3	27076	ENSG00000124466	O95274
LYPD4	147719	ENSG00000273111	Q6UWN0
LYPD5	284348	ENSG00000159871	Q6UWN5
LYPD6	130574	ENSG00000187123	Q86Y78
LYPD6B	130576	ENSG00000150556	Q8NI32
LYPD8	646627	ENSG00000259823	Q6UX82
LYPD9P	101928226	ENSG00000229703	
LYPLA1	10434	ENSG00000120992	O75608
LYPLA1P1	100129401	ENSG00000223595	
LYPLA1P2	391686	ENSG00000251483	
LYPLA1P3	157713	ENSG00000218350	
LYPLA2	11313	ENSG00000011009	O95372
LYPLA2L			
LYPLA2P1	653639	ENSG00000228285	
LYPLA2P2	388499	ENSG00000269153	
LYPLA2P3	100128790	ENSG00000236604	
LYPLAL1	127018	ENSG00000143353	Q5VWZ2
LYPLAL1-AS1	102723886	ENSG00000228536	
LYPLAL1-DT	643723	ENSG00000228063	
LYRM1	57149	ENSG00000102897	O43325
LYRM2	57226	ENSG00000083099	Q9NU23
LYRM4	57128	ENSG00000214113	Q9HD34
LYRM4-AS1	100129461		
LYRM7	90624	ENSG00000186687	Q5U5X0
LYRM9	201229	ENSG00000232859	A8MSI8
LYSMD1	388695	ENSG00000163155	Q96S90
LYSMD2	256586	ENSG00000140280	Q8IV50
LYSMD3	116068	ENSG00000176018	Q7Z3D4
LYSMD4	145748	ENSG00000183060	Q5XG99
LYST	1130	ENSG00000143669	Q99698
LYST-AS1	100874266	ENSG00000229463	
LYST-IT1			
LYST2			
LYVE1	10894	ENSG00000133800	Q9Y5Y7
LYZ	4069	ENSG00000090382	P61626
LYZL1	84569	ENSG00000120563	Q6UWQ5
LYZL2	119180	ENSG00000151033	Q7Z4W2
LYZL4	131375	ENSG00000157093	Q96KX0
LYZL6	57151	ENSG00000275722	O75951
LZIC	84328	ENSG00000162441	Q8WZA0
LZTFL1	54585	ENSG00000163818	Q9NQ48
LZTR1	8216	ENSG00000099949	Q8N653
LZTS1	11178	ENSG00000061337	Q9Y250
LZTS1-AS1	100874051	ENSG00000253733	
LZTS2	84445	ENSG00000107816	Q9BRK4
LZTS3	9762	ENSG00000088899	O60299
M1AP	130951	ENSG00000159374	Q8TC57
M1S1			
M3S1			
M4S1			
M6P2			
M6PR	4074	ENSG00000003056	P20645
M6PRP1	100131200		
M6S1			
M7V1			
M17S1			
M130			
M195			
MAA			
MAAT1			
MAB21L1	4081	ENSG00000180660	Q13394
MAB21L2	10586	ENSG00000181541	Q9Y586
MAB21L3	126868	ENSG00000173212	Q8N8X9
MAB21L4	79919	ENSG00000172478	Q08AI8
MACC1	346389	ENSG00000183742	Q6ZN28
MACC1-AS1	100874041	ENSG00000228598	
MACF1	23499	ENSG00000127603	Q9UPN3
MACIR	90355	ENSG00000181751	Q96GV9
MACO1	55219	ENSG00000204178	Q8N5G2
MACOM			
MACORIS	101929951	ENSG00000237797	
MACROD1	28992	ENSG00000133315	Q9BQ69
MACROD2	140733	ENSG00000172264	A1Z1Q3
MACROD2-AS1	100379174	ENSG00000235914	
MACROD2-IT1	140848	ENSG00000227927	
MACROH2A1	9555	ENSG00000113648	O75367
MACROH2A2	55506	ENSG00000099284	Q9P0M6
MAD1L1	8379	ENSG00000002822	Q9Y6D9
MAD2L1	4085	ENSG00000164109	Q13257
MAD2L1BP	9587	ENSG00000124688	Q15013
MAD2L1P1	326596		
MAD2L2	10459	ENSG00000116670	Q9UI95
MADCAM1	8174	ENSG00000099866	Q13477
MADD	8567	ENSG00000110514	Q8WXG6
MADD-AS1	101928943	ENSG00000256746	
MAEA	10296	ENSG00000090316	Q7L5Y9
MAEL	84944	ENSG00000143194	Q96JY0
MAF	4094	ENSG00000178573	O75444
MAF1	84232	ENSG00000179632	Q9H063
MAFA	389692	ENSG00000182759	Q8NHW3
MAFA-AS1	104326051	ENSG00000254338	
MAFB	9935	ENSG00000204103	Q9Y5Q3
MAFD1			
MAFD2			
MAFD3			
MAFF	23764	ENSG00000185022	Q9ULX9
MAFG	4097	ENSG00000197063	O15525
MAFG-DT	92659	ENSG00000265688	
MAFIP	727764	ENSG00000274847	Q8WZ33
MAFK	7975	ENSG00000198517	O60675
MAFTRR	102467146	ENSG00000261390	
MAG	4099	ENSG00000105695	P20916
MAGE1			
MAGE2			
MAGE3			
MAGE4			
MAGE5			
MAGE6			
MAGE7			
MAGE8			
MAGE9			
MAGE10			
MAGE11			
MAGE12			
MAGEA1	4100	ENSG00000198681	P43355
MAGEA2	4101	ENSG00000268606	P43356
MAGEA2B	266740	ENSG00000183305	P43356
MAGEA3	4102	ENSG00000221867	P43357
MAGEA4	4103	ENSG00000147381	P43358
MAGEA4-AS1	105373368	ENSG00000229967	
MAGEA5	4104	ENSG00000242520	P43359
MAGEA6	4105	ENSG00000197172	P43360
MAGEA7P	4106	ENSG00000224732	
MAGEA8	4107	ENSG00000156009	P43361
MAGEA8-AS1	101410537	ENSG00000230899	
MAGEA9	4108	ENSG00000123584	P43362
MAGEA9B	728269	ENSG00000267978	P43362
MAGEA10	4109	ENSG00000124260	P43363
MAGEA11	4110	ENSG00000185247	P43364
MAGEA12	4111	ENSG00000213401	P43365
MAGEA13P	139363	ENSG00000183981	A6NCF6
MAGEB1	4112	ENSG00000214107	P43366
MAGEB2	4113	ENSG00000099399	O15479
MAGEB3	4114	ENSG00000198798	O15480
MAGEB4	4115	ENSG00000120289	O15481
MAGEB5	347541	ENSG00000188408	Q9BZ81
MAGEB6	158809	ENSG00000176746	Q8N7X4
MAGEB6B	392433	ENSG00000232030	
MAGEB10	139422	ENSG00000177689	Q96LZ2
MAGEB16	139604	ENSG00000189023	A2A368
MAGEB17	645864	ENSG00000182798	A8MXT2
MAGEB18	286514	ENSG00000176774	Q96M61
MAGEC1	9947	ENSG00000155495	O60732
MAGEC2	51438	ENSG00000046774	Q9UBF1
MAGEC3	139081	ENSG00000165509	Q8TD91
MAGED1	9500	ENSG00000179222	Q9Y5V3
MAGED2	10916	ENSG00000102316	Q9UNF1
MAGED4	728239	ENSG00000154545	Q96JG8
MAGED4B	81557	ENSG00000187243	Q96JG8
MAGEE1	57692	ENSG00000198934	Q9HCI5
MAGEE2	139599	ENSG00000186675	Q8TD90
MAGEF1	64110	ENSG00000177383	Q9HAY2
MAGEH1	28986	ENSG00000187601	Q9H213
MAGEL2	54551	ENSG00000254585	Q9UJ55
MAGI1	9223	ENSG00000151276	Q96QZ7
MAGI1-AS1	100873983	ENSG00000240175	
MAGI1-IT1	151877	ENSG00000272610	
MAGI2	9863	ENSG00000187391	Q86UL8
MAGI2-AS1	100874020	ENSG00000251276	
MAGI2-AS2	100874021	ENSG00000226978	
MAGI2-AS3	100505881	ENSG00000234456	
MAGI2-IT1			
MAGI3	260425	ENSG00000081026	Q5TCQ9
MAGIX	79917	ENSG00000269313	Q9H6Y5
MAGOH	4116	ENSG00000162385	P61326
MAGOH2P	100506898	ENSG00000264176	
MAGOH3P	90352	ENSG00000270975	
MAGOHB	55110	ENSG00000111196	Q96A72
MAGT1	84061	ENSG00000102158	Q9H0U3
MAILR	100506753	ENSG00000253320	
MAIP1	79568	ENSG00000162972	Q8WWC4
MAJIN	283129	ENSG00000168070	Q3KP22
MAK	4117	ENSG00000111837	P20794
MAK16	84549	ENSG00000198042	Q9BXY0
MAL	4118	ENSG00000172005	P21145
MAL2	114569	ENSG00000147676	Q969L2
MAL2-AS1	105375726	ENSG00000253972	
MALAT1	378938	ENSG00000251562	
MALINC1	100505636	ENSG00000245146	
MALL	7851	ENSG00000144063	Q13021
MALLP1	117981794		
MALLP2	105374855		
MALRD1	340895	ENSG00000204740	Q5VYJ5
MALSU1	115416	ENSG00000156928	Q96EH3
MALT1	10892	ENSG00000172175	Q9UDY8
MAM			
MAMDC2	256691	ENSG00000165072	Q7Z304
MAMDC2-AS1	100507244	ENSG00000204706	
MAMDC4	158056	ENSG00000177943	Q6UXC1
MAML1	9794	ENSG00000161021	Q92585
MAML2	84441	ENSG00000184384	Q8IZL2
MAML3	55534	ENSG00000196782	Q96JK9
MAMLD1	10046	ENSG00000013619	Q13495
MAMSTR	284358	ENSG00000176909	Q6ZN01
MAN1A1	4121	ENSG00000111885	P33908
MAN1A2	10905	ENSG00000198162	O60476
MAN1A2P1	100129507	ENSG00000267799	
MAN1B1	11253	ENSG00000177239	Q9UKM7
MAN1B1-DT	100289341	ENSG00000268996	
MAN1C1	57134	ENSG00000117643	Q9NR34
MAN2A1	4124	ENSG00000112893	Q16706
MAN2A1-DT	116435300		
MAN2A2	4122	ENSG00000196547	P49641
MAN2B1	4125	ENSG00000104774	O00754
MAN2B2	23324	ENSG00000013288	Q9Y2E5
MAN2C1	4123	ENSG00000140400	Q9NTJ4
MANA1			
MANA2			
MANB			
MANBA	4126	ENSG00000109323	O00462
MANBAL	63905	ENSG00000101363	Q9NQG1
MANBB			
MANCR	100216001	ENSG00000231298	
MANEA	79694	ENSG00000172469	Q5SRI9
MANEA-DT	101927288	ENSG00000261366	
MANEAL	149175	ENSG00000185090	Q5VSG8
MANEALP1	391448	ENSG00000214070	
MANF	7873	ENSG00000145050	P55145
MANSC1	54682	ENSG00000111261	Q9H8J5
MANSC4	100287284	ENSG00000205693	A6NHS7
MAOA	4128	ENSG00000189221	P21397
MAOB	4129	ENSG00000069535	P27338
MAP1A	4130	ENSG00000166963	P78559
MAP1B	4131	ENSG00000131711	P46821
MAP1L			
MAP1LC3A	84557	ENSG00000101460	Q9H492
MAP1LC3B	81631	ENSG00000140941	Q9GZQ8
MAP1LC3B2	643246	ENSG00000258102	A6NCE7
MAP1LC3BP1	392288	ENSG00000231909	
MAP1LC3C	440738	ENSG00000197769	Q9BXW4
MAP1LC3P	387615	ENSG00000267647	
MAP1S	55201	ENSG00000130479	Q66K74
MAP2	4133	ENSG00000078018	P11137
MAP2K1	5604	ENSG00000169032	Q02750
MAP2K1P1	29778	ENSG00000254013	
MAP2K2	5605	ENSG00000126934	P36507
MAP2K3	5606	ENSG00000034152	P46734
MAP2K4	6416	ENSG00000065559	P45985
MAP2K4P1	139201	ENSG00000269904	
MAP2K5	5607	ENSG00000137764	Q13163
MAP2K6	5608	ENSG00000108984	P52564
MAP2K7	5609	ENSG00000076984	O14733
MAP3K1	4214	ENSG00000095015	Q13233
MAP3K2	10746	ENSG00000169967	Q9Y2U5
MAP3K2-DT	100506922	ENSG00000236682	
MAP3K3	4215	ENSG00000198909	Q99759
MAP3K4	4216	ENSG00000085511	Q9Y6R4
MAP3K4-AS1	117981787		
MAP3K5	4217	ENSG00000197442	Q99683
MAP3K5-AS1	101928461	ENSG00000234263	
MAP3K6	9064	ENSG00000142733	O95382
MAP3K7	6885	ENSG00000135341	O43318
MAP3K7CL	56911	ENSG00000156265	P57077
MAP3K8	1326	ENSG00000107968	P41279
MAP3K9	4293	ENSG00000006432	P80192
MAP3K10	4294	ENSG00000130758	Q02779
MAP3K11	4296	ENSG00000173327	Q16584
MAP3K12	7786	ENSG00000139625	Q12852
MAP3K13	9175	ENSG00000073803	O43283
MAP3K14	9020	ENSG00000006062	Q99558
MAP3K14-AS1	100133991	ENSG00000267278	
MAP3K15	389840	ENSG00000180815	Q6ZN16
MAP3K19	80122	ENSG00000176601	Q56UN5
MAP3K20	51776	ENSG00000091436	Q9NYL2
MAP3K20-AS1	339751	ENSG00000238133	
MAP3K21	84451	ENSG00000143674	Q5TCX8
MAP4	4134	ENSG00000047849	P27816
MAP4K1	11184	ENSG00000104814	Q92918
MAP4K2	5871	ENSG00000168067	Q12851
MAP4K3	8491	ENSG00000011566	Q8IVH8
MAP4K3-DT	728730	ENSG00000231312	
MAP4K4	9448	ENSG00000071054	O95819
MAP4K5	11183	ENSG00000012983	Q9Y4K4
MAP6	4135	ENSG00000171533	Q96JE9
MAP6D1	79929	ENSG00000180834	Q9H9H5
MAP7	9053	ENSG00000135525	Q14244
MAP7D1	55700	ENSG00000116871	Q3KQU3
MAP7D2	256714	ENSG00000184368	Q96T17
MAP7D3	79649	ENSG00000129680	Q8IWC1
MAP9	79884	ENSG00000164114	Q49MG5
MAP10	54627	ENSG00000212916	Q9P2G4
MAP11	55262	ENSG00000146826	Q8WVR3
MAPE			
MAPK1	5594	ENSG00000100030	P28482
MAPK1IP1L	93487	ENSG00000168175	Q8NDC0
MAPK3	5595	ENSG00000102882	P27361
MAPK4	5596	ENSG00000141639	P31152
MAPK6	5597	ENSG00000069956	Q16659
MAPK6-DT	112543478	ENSG00000259438	
MAPK6P1	317686	ENSG00000206144	
MAPK6P2	254664	ENSG00000223488	
MAPK6P3	317684	ENSG00000237263	
MAPK6P4	286065	ENSG00000215179	
MAPK6P5	286156	ENSG00000254185	
MAPK6P6	282967	ENSG00000226389	
MAPK7	5598	ENSG00000166484	Q13164
MAPK8	5599	ENSG00000107643	P45983
MAPK8IP1	9479	ENSG00000121653	Q9UQF2
MAPK8IP1P1	644253	ENSG00000262500	
MAPK8IP1P2	644172	ENSG00000263503	
MAPK8IP2	23542	ENSG00000008735	Q13387
MAPK8IP3	23162	ENSG00000138834	Q9UPT6
MAPK9	5601	ENSG00000050748	P45984
MAPK10	5602	ENSG00000109339	P53779
MAPK10-AS1	101929064	ENSG00000250062	
MAPK11	5600	ENSG00000185386	Q15759
MAPK12	6300	ENSG00000188130	P53778
MAPK13	5603	ENSG00000156711	O15264
MAPK14	1432	ENSG00000112062	Q16539
MAPK15	225689	ENSG00000181085	Q8TD08
MAPKAP1	79109	ENSG00000119487	Q9BPZ7
MAPKAPK2	9261	ENSG00000162889	P49137
MAPKAPK3	7867	ENSG00000114738	Q16644
MAPKAPK5	8550	ENSG00000089022	Q8IW41
MAPKAPK5-AS1	51275	ENSG00000234608	Q8N8E1
MAPKAPK5P1	100533849	ENSG00000224498	
MAPKBP1	23005	ENSG00000137802	O60336
MAPRE1	22919	ENSG00000101367	Q15691
MAPRE1P1	80327	ENSG00000253915	
MAPRE1P2	642305		
MAPRE1P3	100422229	ENSG00000233204	
MAPRE2	10982	ENSG00000166974	Q15555
MAPRE3	22924	ENSG00000084764	Q9UPY8
MAPRE3-AS1	100129724	ENSG00000205500	
MAPT	4137	ENSG00000186868	P10636
MAPT-AS1	100128977	ENSG00000264589	
MAPT-IT1	100130148	ENSG00000279685	
MAPTL			
MARCHF1	55016	ENSG00000145416	Q8TCQ1
MARCHF2	51257	ENSG00000099785	Q9P0N8
MARCHF3	115123	ENSG00000173926	Q86UD3
MARCHF4	57574	ENSG00000144583	Q9P2E8
MARCHF5	54708	ENSG00000198060	Q9NX47
MARCHF6	10299	ENSG00000145495	O60337
MARCHF7	64844	ENSG00000136536	Q9H992
MARCHF8	220972	ENSG00000165406	Q5T0T0
MARCHF9	92979	ENSG00000139266	Q86YJ5
MARCHF10	162333	ENSG00000173838	Q8NA82
MARCHF10-DT	101927877	ENSG00000265000	
MARCHF11	441061	ENSG00000183654	A6NNE9
MARCHF11-AS1	107986407	ENSG00000250981	
MARCKS	4082	ENSG00000277443	P29966
MARCKSL1	65108	ENSG00000175130	P49006
MARCKSL1P1	100913183	ENSG00000213277	
MARCKSL1P2	100913182	ENSG00000215878	
MARCKSP1	4083		
MARCO	8685	ENSG00000019169	Q9UEW3
MARCOL	105378220	ENSG00000248109	A0A1B0GUY1
MARF1	9665	ENSG00000166783	Q9Y4F3
MARK1	4139	ENSG00000116141	Q9P0L2
MARK2	2011	ENSG00000072518	Q7KZI7
MARK2P1	100421501		
MARK2P2	100421502		
MARK2P3	100421507		
MARK2P4	100421496	ENSG00000250372	
MARK2P5	100421485	ENSG00000248834	
MARK2P6	100421500	ENSG00000242062	
MARK2P7	100421531		
MARK2P8	100421498	ENSG00000239503	
MARK2P9	100507674	ENSG00000232709	
MARK2P10	402679	ENSG00000227284	
MARK2P11	100421484	ENSG00000253743	
MARK2P12	100421565	ENSG00000229708	
MARK2P13	100631260	ENSG00000228815	
MARK2P14	100631261	ENSG00000231897	
MARK2P15	100533794	ENSG00000234931	
MARK2P16	100533795	ENSG00000270670	
MARK2P17	100421499	ENSG00000244065	
MARK3	4140	ENSG00000075413	P27448
MARK3P1	100421550	ENSG00000271642	
MARK3P2	100421503		
MARK3P3	100533754	ENSG00000243022	
MARK4	57787	ENSG00000007047	Q96L34
MARS1	4141	ENSG00000166986	P56192
MARS2	92935	ENSG00000247626	Q96GW9
MARVELD1	83742	ENSG00000155254	Q9BSK0
MARVELD2	153562	ENSG00000152939	Q8N4S9
MARVELD3	91862	ENSG00000140832	Q96A59
MAS1	4142	ENSG00000130368	P04201
MAS1L	116511	ENSG00000204687	P35410
MAS1LP1	646366	ENSG00000230164	
MASA			
MASP1	5648	ENSG00000127241	P48740
MASP1P1			
MASP2	10747	ENSG00000009724	O00187
MAST1	22983	ENSG00000105613	Q9Y2H9
MAST2	23139	ENSG00000086015	Q6P0Q8
MAST3	23031	ENSG00000099308	O60307
MAST4	375449	ENSG00000069020	O15021
MAST4-AS1	101928794	ENSG00000229666	
MAST4-IT1	100874310	ENSG00000249057	
MASTL	84930	ENSG00000120539	Q96GX5
MAT1A	4143	ENSG00000151224	Q00266
MAT2A	4144	ENSG00000168906	P31153
MAT2B	27430	ENSG00000038274	Q9NZL9
MATK	4145	ENSG00000007264	P42679
MATN1	4146	ENSG00000162510	P21941
MATN1-AS1	100129196	ENSG00000186056	
MATN2	4147	ENSG00000132561	O00339
MATN3	4148	ENSG00000132031	O15232
MATN4	8785	ENSG00000124159	O95460
MATR1			
MATR3	9782	ENSG00000015479	P43243
MATR3P1	100499496		
MAU2	23383	ENSG00000129933	Q9Y6X3
MAVS	57506	ENSG00000088888	Q7Z434
MAX	4149	ENSG00000125952	P61244
MAZ	4150	ENSG00000103495	P56270
MB	4151	ENSG00000198125	P02144
MB21D2	151963	ENSG00000180611	Q8IYB1
MBD1	4152	ENSG00000141644	Q9UIS9
MBD2	8932	ENSG00000134046	Q9UBB5
MBD3	53615	ENSG00000071655	O95983
MBD3L1	85509	ENSG00000170948	Q8WWY6
MBD3L2	125997	ENSG00000230522	Q8NHZ7
MBD3L2B	729458	ENSG00000196589	A0A1B0GVZ6
MBD3L3	653657	ENSG00000182315	A6NE82
MBD3L4	653656	ENSG00000205718	A6NDZ8
MBD3L5	284428	ENSG00000237247	A6NJ08
MBD4	8930	ENSG00000129071	O95243
MBD5	55777	ENSG00000204406	Q9P267
MBD6	114785	ENSG00000166987	Q96DN6
MBIP	51562	ENSG00000151332	Q9NS73
MBL			
MBL1P	8512	ENSG00000242600	
MBL2	4153	ENSG00000165471	P11226
MBL3P	50639	ENSG00000219430	
MBLAC1	255374	ENSG00000214309	A4D2B0
MBLAC2	153364	ENSG00000176055	Q68D91
MBNL1	4154	ENSG00000152601	Q9NR56
MBNL1-AS1	401093	ENSG00000229619	
MBNL2	10150	ENSG00000139793	Q5VZF2
MBNL3	55796	ENSG00000076770	Q9NUK0
MBNT			
MBOAT1	154141	ENSG00000172197	Q6ZNC8
MBOAT2	129642	ENSG00000143797	Q6ZWT7
MBOAT4	619373	ENSG00000177669	Q96T53
MBOAT7	79143	ENSG00000125505	Q96N66
MBP	4155	ENSG00000197971	P02686
MBS1			
MBS2			
MBS3			
MBTD1	54799	ENSG00000011258	Q05BQ5
MBTPS1	8720	ENSG00000140943	Q14703
MBTPS2	51360	ENSG00000012174	O43462
MC1R	4157	ENSG00000258839	Q01726
MC2R	4158	ENSG00000185231	Q01718
MC3R	4159	ENSG00000124089	P41968
MC4R	4160	ENSG00000166603	P32245
MC5R	4161	ENSG00000176136	P33032
MCAM	4162	ENSG00000076706	P43121
MCAT	27349	ENSG00000100294	Q8IVS2
MCC	4163	ENSG00000171444	P23508
MCCC1	56922	ENSG00000078070	Q96RQ3
MCCC1-AS1	106480736	ENSG00000243368	
MCCC2	64087	ENSG00000131844	Q9HCC0
MCCD1	401250	ENSG00000204511	P59942
MCCD1P1	100048903	ENSG00000235963	
MCCD1P2	100048924	ENSG00000224312	
MCDC1			
MCDR1			
MCDR2			
MCDR3			
MCDR4			
MCDR5			
MCEE	84693	ENSG00000124370	Q96PE7
MCEMP1	199675	ENSG00000183019	Q8IX19
MCF2	4168	ENSG00000101977	P10911
MCF2L	23263	ENSG00000126217	O15068
MCF2L-AS1	100289410	ENSG00000235280	
MCF2L2	23101	ENSG00000053524	Q86YR7
MCFD2	90411	ENSG00000180398	Q8NI22
MCFD2P1	645927	ENSG00000237154	
MCHR1	2847	ENSG00000128285	Q99705
MCHR2	84539	ENSG00000152034	Q969V1
MCHR2-AS1	728012	ENSG00000229315	
MCIDAS	345643	ENSG00000234602	D6RGH6
MCKD1			
MCKD2			
MCL1	4170	ENSG00000143384	Q07820
MCM2	4171	ENSG00000073111	P49736
MCM3	4172	ENSG00000112118	P25205
MCM3AP	8888	ENSG00000160294	O60318
MCM3AP-AS1	114044	ENSG00000215424	
MCM4	4173	ENSG00000104738	P33991
MCM5	4174	ENSG00000100297	P33992
MCM6	4175	ENSG00000076003	Q14566
MCM7	4176	ENSG00000166508	P33993
MCM8	84515	ENSG00000125885	Q9UJA3
MCM8-AS1	101929225	ENSG00000278719	
MCM9	254394	ENSG00000111877	Q9NXL9
MCM10	55388	ENSG00000065328	Q7L590
MCMBP	79892	ENSG00000197771	Q9BTE3
MCMDC2	157777	ENSG00000178460	Q4G0Z9
MCNAA			
MCO			
MCOLN1	57192	ENSG00000090674	Q9GZU1
MCOLN2	255231	ENSG00000153898	Q8IZK6
MCOLN3	55283	ENSG00000055732	Q8TDD5
MCPH1	79648	ENSG00000147316	Q8NEM0
MCPH1-AS1	100507530	ENSG00000249898	
MCPH2			
MCPH3			
MCPH4			
MCPH5			
MCPH6			
MCPHA			
MCRIP1	348262	ENSG00000225663	C9JLW8
MCRIP2	84331	ENSG00000172366	Q9BUT9
MCRIP2P1	102388891	ENSG00000241418	
MCRIP2P2	106480278	ENSG00000270920	
MCRS1	10445	ENSG00000187778	Q96EZ8
MCS			
MCTP1	79772	ENSG00000175471	Q6DN14
MCTP1-AS1	113523641	ENSG00000249545	
MCTP2	55784	ENSG00000140563	Q6DN12
MCTS1	28985	ENSG00000232119	Q9ULC4
MCTS2P	100101490	ENSG00000101898	
MCU	90550	ENSG00000156026	Q8NE86
MCUB	55013	ENSG00000005059	Q9NWR8
MCUR1	63933	ENSG00000050393	Q96AQ8
MCUR1P1	53383	ENSG00000262402	
MCUR1P2	100420620	ENSG00000242326	
MDC			
MDC1	9656	ENSG00000137337	Q14676
MDC1-AS1	106478956	ENSG00000224328	
MDCR			
MDF1			
MDF2			
MDFI	4188	ENSG00000112559	Q99750
MDFIC	29969	ENSG00000135272	Q9P1T7
MDFIC2	107986096	ENSG00000242120	A0A1B0GVS7
MDGA1	266727	ENSG00000112139	Q8NFP4
MDGA2	161357	ENSG00000139915	Q7Z553
MDGI			
MDH1	4190	ENSG00000014641	P40925
MDH1B	130752	ENSG00000138400	Q5I0G3
MDH1P1	392477		
MDH1P2	644906		
MDH2	4191	ENSG00000146701	P40926
MDK	4192	ENSG00000110492	P21741
MDM1	56890	ENSG00000111554	Q8TC05
MDM2	4193	ENSG00000135679	Q00987
MDM4	4194	ENSG00000198625	O15151
MDM4P1	100533712		
MDN1	23195	ENSG00000112159	Q9NU22
MDP1	145553	ENSG00000213920	Q86V88
MDR1			
MDR3			
MDRS1			
MDRV			
MDS1			
MDS2	259283	ENSG00000197880	Q8NDY4
MDU1			
MDU2			
MDU3			
ME1	4199	ENSG00000065833	P48163
ME2	4200	ENSG00000082212	P23368
ME2P1	286239	ENSG00000230097	
ME3	10873	ENSG00000151376	Q16798
ME3-DT	107984427		
MEA1	4201	ENSG00000124733	Q16626
MEAF6	64769	ENSG00000163875	Q9HAF1
MEAF6P1	100874045	ENSG00000240286	
MEAK7	57707	ENSG00000140950	Q6P9B6
MEAX			
MEB			
MECL1			
MECOM	2122	ENSG00000085276	Q03112
MECOM-AS1	105374205	ENSG00000241479	
MECP2	4204	ENSG00000169057	P51608
MECR	51102	ENSG00000116353	Q9BV79
MED			
MED1	5469	ENSG00000125686	Q15648
MED4	29079	ENSG00000136146	Q9NPJ6
MED4-AS1	100873965	ENSG00000229111	
MED6	10001	ENSG00000133997	O75586
MED6P1	100128990	ENSG00000227905	
MED7	9443	ENSG00000155868	O43513
MED8	112950	ENSG00000159479	Q96G25
MED8-AS1	107984947	ENSG00000229431	
MED9	55090	ENSG00000141026	Q9NWA0
MED10	84246	ENSG00000133398	Q9BTT4
MED11	400569	ENSG00000161920	Q9P086
MED12	9968	ENSG00000184634	Q93074
MED12L	116931	ENSG00000144893	Q86YW9
MED13	9969	ENSG00000108510	Q9UHV7
MED13L	23389	ENSG00000123066	Q71F56
MED13P1	100499481	ENSG00000236131	
MED14	9282	ENSG00000180182	O60244
MED14OS	100873985	ENSG00000234636	P0DP75
MED14P1	359791	ENSG00000233774	
MED15	51586	ENSG00000099917	Q96RN5
MED15P1	326615	ENSG00000257853	
MED15P2			
MED15P3	106481657	ENSG00000226831	
MED15P4	100127989	ENSG00000224679	
MED15P5	391436	ENSG00000236595	
MED15P6	100996438	ENSG00000257162	
MED15P7	100996466	ENSG00000234381	
MED15P8	106480229	ENSG00000248796	
MED15P9	285103	ENSG00000223760	
MED16	10025	ENSG00000175221	Q9Y2X0
MED17	9440	ENSG00000042429	Q9NVC6
MED18	54797	ENSG00000130772	Q9BUE0
MED19	219541	ENSG00000156603	A0JLT2
MED20	9477	ENSG00000124641	Q9H944
MED21	9412	ENSG00000152944	Q13503
MED22	6837	ENSG00000148297	Q15528
MED23	9439	ENSG00000112282	Q9ULK4
MED24	9862	ENSG00000008838	O75448
MED25	81857	ENSG00000104973	Q71SY5
MED26	9441	ENSG00000105085	O95402
MED27	9442	ENSG00000160563	Q6P2C8
MED28	80306	ENSG00000118579	Q9H204
MED28P1	100420207	ENSG00000214875	
MED28P2	106480445	ENSG00000240511	
MED28P3	100131051	ENSG00000227692	
MED28P4	100130359	ENSG00000224701	
MED28P5	106479053	ENSG00000255205	
MED28P6	106480808	ENSG00000259183	
MED28P7	729327	ENSG00000236542	
MED28P8	101060144	ENSG00000242598	
MED29	55588	ENSG00000063322	Q9NX70
MED30	90390	ENSG00000164758	Q96HR3
MED31	51003	ENSG00000108590	Q9Y3C7
MEDAG	84935	ENSG00000102802	Q5VYS4
